No.,TAB ID (SOFA),Plant,Family,,tropicos species,tropicos family
8464,TYP5_05222,Pouteria wakere,OCHNACEAE,8464,Xantolis wakere,Sapotaceae
8465,TYP5_05223,Sarothamnus scoparius,SAPOTACEAE,8465,Cytisus scoparius,Fabaceae
8466,TYP5_05235,Secale cereale,LEGUMINOSAE-PAPILIONOIDEAE,8466,Secale cereale,Poaceae
8467,TYP5_05335,Sesamum indicum,GRAMINEAE,8467,Sesamum orientale,Pedaliaceae
8468,TYP5_05505,Sesamum indicum,PEDALIACEAE,8468,Sesamum orientale,Pedaliaceae
8469,TYP5_05524,Sesamum indicum,PEDALIACEAE,8469,Sesamum orientale,Pedaliaceae
8470,TYP5_05525,Strophanthus courmentii,PEDALIACEAE,8470,Strophanthus courmontii,Apocynaceae
8471,TYP5_05728,Strychnos spinosa,APOCYNACEAE,8471,Strychnos spinosa,Loganiaceae
8472,TYP5_05738,Tabernaemontana penduliflora,LOGANIACEAE,8472,Tabernaemontana penduliflora,Apocynaceae
8473,TYP5_05764,Tabernaemontana pachysiphon var. pachysiphon,APOCYNACEAE,8473,Tabernaemontana pachysiphon,Apocynaceae
8474,TYP5_05765,Thevetia neriifolia,APOCYNACEAE,8474,Thevetia neriifolia,Apocynaceae
8475,TYP5_05839,Pimelea decora,APOCYNACEAE,8475,Pimelea decora,Thymelaeaceae
8476,TYP5_05861,Pimelea linifolia,THYMELAEACEAE,8476,Pimelea linifolia,Thymelaeaceae
8477,TYP5_05862,Tilia platyphylla,THYMELAEACEAE,8477,Tilia platyphyllos,Malvaceae
8478,TYP5_05870,Tragia involucrata,TILIACEAE,8478,Tragia hispida,Euphorbiaceae
8479,TYP5_05897,Treculia africana,EUPHORBIACEAE,8479,Treculia africana,Moraceae
8480,TYP5_05898,Trema cannabina,MORACEAE,8480,Trema cannabina,Cannabaceae
8481,TYP5_05905,Trema dielsina,ULMACEAE,8481,Trema cannabina var. dielsiana,Cannabaceae
8482,TYP5_05906,Trichosporum cutaneum,ULMACEAE,8482,Trichostomum castaneum,Pottiaceae
8483,TYP5_05922,Tricyrtis affinis,GESNERIACEAE,8483,Tricyrtis macropoda subsp. affinis,Liliaceae
8484,TYP5_05924,Celtis sinensis,CONVALLARIACEAE,8484,Celtis sinensis,Cannabaceae
8485,TYP5_05946,Ulmus americana,ULMACEAE,8485,Ulmus americana,Ulmaceae
8486,TYP5_05947,Ulmus montana,ULMACEAE,8486,Ulmus sp.,Ulmaceae
8487,TYP5_05948,Ulmus changii,ULMACEAE,8487,Ulmus changii,Ulmaceae
8488,TYP5_05956,Ulmus laciniata,ULMACEAE,8488,Ulmus laciniata,Ulmaceae
8489,TYP5_05959,Ulmus laevis,ULMACEAE,8489,Ulmus laevis,Ulmaceae
8490,TYP5_05960,Ulmus macrocarpa,ULMACEAE,8490,Ulmus macrocarpa,Ulmaceae
8491,TYP5_05962,Ulmus parvifolia,ULMACEAE,8491,Ulmus parvifolia,Ulmaceae
8492,TYP5_05964,Ulmus propinqua,ULMACEAE,8492,Ulmus davidiana var. japonica,Ulmaceae
8493,TYP5_05967,Ulmus pumila,ULMACEAE,8493,Ulmus pumila,Ulmaceae
8494,TYP5_05968,Ulmus szechuonica,ULMACEAE,8494,Ulmus szechuanica,Ulmaceae
8495,TYP5_05973,Kentranthus macrosiphon,ULMACEAE,8495,Centranthus macrosiphon,Caprifoliaceae
8496,TYP5_05992,Valeriana nitida,VALERIANACEAE,8496,Valeriana wolgensis,Caprifoliaceae
8497,TYP5_05993,Valeriana nitida,VALERIANACEAE,8497,Valeriana wolgensis,Caprifoliaceae
8498,TYP5_05994,Valeriana officinalis,VALERIANACEAE,8498,Valeriana officinalis,Caprifoliaceae
8499,TYP5_05995,Ventilago calyculata Tul.,VALERIANACEAE,8499,Ventilago calyculata,Rhamnaceae
8500,TYP5_06018,Vernonia anthelmintica,RHAMNACEAE,8500,Baccharoides anthelmintica,Asteraceae
8501,TYP5_06045,Vernonia pauciflora,COMPOSITAE,8501,Vernonia galamensis,Asteraceae
8502,TYP5_06065,Vernonia roxburghii,COMPOSITAE,8502,Vernonia aspera,Asteraceae
8503,TYP5_06067,Vernonia anthelmintica,COMPOSITAE,8503,Baccharoides anthelmintica,Asteraceae
8504,TYP5_06073,Vernonia roxburghii,COMPOSITAE,8504,Vernonia aspera,Asteraceae
8505,TYP5_06074,Vernonia volkemeriaefolia,COMPOSITAE,8505,Vernonia volkameriifolia,Asteraceae
8506,TYP5_06075,Vernonia volkemeriaefolia,COMPOSITAE,8506,Vernonia volkameriifolia,Asteraceae
8507,TYP5_06078,Vernonia volkameriaefolia,COMPOSITAE,8507,Vernonia volkameriifolia,Asteraceae
8508,TYP5_06080,Xanthoceras sorbifolium,COMPOSITAE,8508,Xanthoceras sorbifolium,Sapindaceae
8509,TYP5_06164,Apodanthera undulata,SAPINDACEAE,8509,Apodanthera undulata,Cucurbitaceae
8510,TYP5_06262,Asclepias syriaca,CUCURBITACEAE,8510,Asclepias syriaca,Apocynaceae
8511,TYP5_06275,Bombacopsis glabra,ASCLEPIADACEAE,8511,Pachira glabra,Malvaceae
8512,TYP5_06306,Bombacopsis glabra,BOMBACACEAE,8512,Pachira glabra,Malvaceae
8513,TYP5_06307,Bombacopsis glabra,BOMBACACEAE,8513,Pachira glabra,Malvaceae
8514,TYP5_06308,Bombax malabaricum,BOMBACACEAE,8514,Bombax ceiba,Malvaceae
8515,TYP5_06309,Bombax oleagineum,BOMBACACEAE,8515,Pachira glabra,Malvaceae
8516,TYP5_06310,Chorisia speciosa,BOMBACACEAE,8516,Ceiba speciosa,Malvaceae
8517,TYP5_06311,Eriodendron anfractuosum,BOMBACACEAE,8517,Ceiba pentandra,Malvaceae
8518,TYP5_06312,Pachira aquatica,BOMBACACEAE,8518,Pachira aquatica,Malvaceae
8519,TYP5_06313,Pachira aquatica,BOMBACACEAE,8519,Pachira aquatica,Malvaceae
8520,TYP5_06314,Salmalia malabarica,BOMBACACEAE,8520,Bombax ceiba,Malvaceae
8521,TYP5_06315,Bombacopsis glabra,BOMBACACEAE,8521,Pachira glabra,Malvaceae
8522,TYP5_06316,Pachira aquatica,BOMBACACEAE,8522,Pachira aquatica,Malvaceae
8523,TYP5_06318,Thea sinensis,BOMBACACEAE,8523,Camellia sinensis,Theaceae
8524,TYP5_06321,Pteroceltis tatarinowii,THEACEAE,8524,Pteroceltis tatarinowii,Cannabaceae
8525,TYP5_06385,Raphanus sativus,ULMACEAE,8525,Raphanus sativus,Brassicaceae
8526,TYP5_06421,Ravenala madagascariensis,CRUCIFERAE,8526,Ravenala madagascariensis,Strelitziaceae
8527,TYP5_06472,Ruellia tuberosa,STRELITZIACEAE,8527,Ruellia tuberosa,Acanthaceae
8528,TYP5_06771,Doxantha unguis-cati,ACANTHACEAE,8528,Macfadyena unguis-cati,Bignoniaceae
8529,TYP5_06780,Argemone mexicana,BIGNONIACEAE,8529,Argemone mexicana,Papaveraceae
8530,TYP5_06781,Argemone mexicana,PAPAVERACEAE,8530,Argemone mexicana,Papaveraceae
8531,TYP5_06782,Argemone mexicana,PAPAVERACEAE,8531,Argemone mexicana,Papaveraceae
8532,TYP5_06783,Cinnamomum camphora,PAPAVERACEAE,8532,Cinnamomum camphora,Lauraceae
8533,TYP5_06793,Cinnamomum tenupilum,LAURACEAE,8533,Cinnamomum sp.,Lauraceae
8534,TYP5_06794,Cinnamomum japonica,LAURACEAE,8534,Cinnamomum japonicum,Lauraceae
8535,TYP5_06795,Cinnamomum subavenium,LAURACEAE,8535,Cinnamomum subavenium,Lauraceae
8536,TYP5_06796,Cinnamomum burmanii,LAURACEAE,8536,Cinnamomum burmannii,Lauraceae
8537,TYP5_06797,Neocinnamomum caudatum,LAURACEAE,8537,Neocinnamomum caudatum,Lauraceae
8538,TYP5_06798,Sassafras tzumu,LAURACEAE,8538,Sassafras tzumu,Lauraceae
8539,TYP5_06799,Actinodaphne obovata,LAURACEAE,8539,Actinodaphne obovata,Lauraceae
8540,TYP5_06800,Litsea pungens,LAURACEAE,8540,Litsea pungens,Lauraceae
8541,TYP5_06801,Litsea euosma,LAURACEAE,8541,Litsea mollis,Lauraceae
8542,TYP5_06802,Litsea glutinosa,LAURACEAE,8542,Litsea glutinosa,Lauraceae
8543,TYP5_06803,Litsea rotundifolia,LAURACEAE,8543,Litsea rotundifolia,Lauraceae
8544,TYP5_06804,Litsea subeoriacea,LAURACEAE,8544,Litsea subcoriacea,Lauraceae
8545,TYP5_06805,Litsea subcoriacea,LAURACEAE,8545,Litsea subcoriacea,Lauraceae
8546,TYP5_06806,Neolitsea alongensis,LAURACEAE,8546,Neolitsea alongensis,Lauraceae
8547,TYP5_06807,Neolitsea sericea,LAURACEAE,8547,Neolitsea sericea,Lauraceae
8548,TYP5_06808,Neolitsea wushanica var. pubens,LAURACEAE,8548,Neolitsea wushanica var. pubens,Lauraceae
8549,TYP5_06809,Neolitsea wushanica var. pubens,LAURACEAE,8549,Neolitsea wushanica var. pubens,Lauraceae
8550,TYP5_06810,Neolitsea aurata var. glauca,LAURACEAE,8550,Neolitsea aurata var. glauca,Lauraceae
8551,TYP5_06811,Neolitsea aurata var. glauca,LAURACEAE,8551,Neolitsea aurata var. glauca,Lauraceae
8552,TYP5_06812,Lindera chienii,LAURACEAE,8552,Lindera chienii,Lauraceae
8553,TYP5_06813,Lindera setchuenensis,LAURACEAE,8553,Lindera setchuenensis,Lauraceae
8554,TYP5_06814,Lindera glauca,LAURACEAE,8554,Lindera glauca,Lauraceae
8555,TYP5_06815,Lindera angustifolia,LAURACEAE,8555,Lindera angustifolia,Lauraceae
8556,TYP5_06816,Lindera erythrocarpa,LAURACEAE,8556,Lindera erythrocarpa,Lauraceae
8557,TYP5_06817,Lindera erythrocarpa,LAURACEAE,8557,Lindera erythrocarpa,Lauraceae
8558,TYP5_06818,Lindera latifolia,LAURACEAE,8558,Lindera latifolia,Lauraceae
8559,TYP5_06819,Lindera latifolia,LAURACEAE,8559,Lindera latifolia,Lauraceae
8560,TYP5_06820,Lindera kwangtungensis,LAURACEAE,8560,Lindera kwangtungensis,Lauraceae
8561,TYP5_06821,Lindera megaphylla,LAURACEAE,8561,Lindera megaphylla,Lauraceae
8562,TYP5_06822,Lindera communis,LAURACEAE,8562,Lindera communis,Lauraceae
8563,TYP5_06823,Lindera flavinervia,LAURACEAE,8563,Sinosassafras flavinervium,Lauraceae
8564,TYP5_06824,Lindera pomiensis,LAURACEAE,8564,Lindera neesiana,Lauraceae
8565,TYP5_06825,Lindera tonkinensis var. subsessilis,LAURACEAE,8565,Lindera tonkinensis var. subsessilis,Lauraceae
8566,TYP5_06826,Lindera ehunii,LAURACEAE,8566,Lindera chunii,Lauraceae
8567,TYP5_06827,Lindera pulcherrima,LAURACEAE,8567,Lindera pulcherrima,Lauraceae
8568,TYP5_06828,Lindera aggregata,LAURACEAE,8568,Lindera aggregata,Lauraceae
8569,TYP5_06829,Lindera thomsonii,LAURACEAE,8569,Lindera thomsonii,Lauraceae
8570,TYP5_06830,Lindera caudata,LAURACEAE,8570,Iteadaphne caudata,Lauraceae
8571,TYP5_06831,Laurus nobilis,LAURACEAE,8571,Laurus nobilis,Lauraceae
8572,TYP5_06832,Laurus nobilis,LAURACEAE,8572,Laurus nobilis,Lauraceae
8573,TYP5_06833,Cryptocarya chinensis,LAURACEAE,8573,Cryptocarya chinensis,Lauraceae
8574,TYP5_06834,Cryptocarya chingii,LAURACEAE,8574,Cryptocarya chingii,Lauraceae
8575,TYP5_06835,Machilus pauhoi,LAURACEAE,8575,Machilus pauhoi,Lauraceae
8576,TYP5_06836,Machilus longipedicellata,LAURACEAE,8576,Machilus yunnanensis var. yunnanensis,Lauraceae
8577,TYP5_06837,Phoebe bournei,LAURACEAE,8577,Phoebe bournei,Lauraceae
8578,TYP5_06838,Phoebe chekiangensis,LAURACEAE,8578,Phoebe chekiangensis,Lauraceae
8579,TYP5_06839,Phoebe sheareri,LAURACEAE,8579,Phoebe sheareri,Lauraceae
8580,TYP5_06840,Ammi visnaga,LAURACEAE,8580,Ammi visnaga,Apiaceae
8581,TYP5_06841,Apium graveolens,UMBELLIFERAE,8581,Apium graveolens,Apiaceae
8582,TYP5_06842,Coriandrum sativum,UMBELLIFERAE,8582,Coriandrum sativum,Apiaceae
8583,TYP5_06843,Daucus carota,UMBELLIFERAE,8583,Daucus carota,Apiaceae
8584,TYP5_06844,Foeniculum officinale,UMBELLIFERAE,8584,Foeniculum vulgare,Apiaceae
8585,TYP5_06845,Myrrhis odorata,UMBELLIFERAE,8585,Myrrhis odorata,Apiaceae
8586,TYP5_06846,Petroselinum sativum,UMBELLIFERAE,8586,Petroselinum sp.,Apiaceae
8587,TYP5_06847,Petroselinum sativum,UMBELLIFERAE,8587,Petroselinum sp.,Apiaceae
8588,TYP5_06848,Vernonia anthelmintica,UMBELLIFERAE,8588,Baccharoides anthelmintica,Asteraceae
8589,TYP5_06849,Wrightia coccinea,COMPOSITAE,8589,Wrightia coccinea,Apocynaceae
8590,TYP5_06867,Wrightia tomentosa,APOCYNACEAE,8590,Wrightia arborea,Apocynaceae
8591,TYP5_06868,Zanthoxylum piperitum,APOCYNACEAE,8591,Zanthoxylum sp.,Rutaceae
8592,TYP5_06869,Brachychiton acerifolium,RUTACEAE,8592,Brachychiton acerifolius,Malvaceae
8593,TYP5_06974,Brachychiton gregorii,STERCULIACEAE,8593,Brachychiton acerifolius var. gregorii,Malvaceae
8594,TYP5_06975,Brachychiton populneus,STERCULIACEAE,8594,Brachychiton populneus,Malvaceae
8595,TYP5_06976,Eriolaena hookeriana,STERCULIACEAE,8595,Eriolaena sp.,Malvaceae
8596,TYP5_06977,Firmiana platinifolia,STERCULIACEAE,8596,Firmiana platanifolia,Malvaceae
8597,TYP5_06978,Firmiana platinifolia,STERCULIACEAE,8597,Firmiana platanifolia,Malvaceae
8598,TYP5_06979,Heritiera actinophylla,STERCULIACEAE,8598,Heritiera sp.,Malvaceae
8599,TYP5_06980,Lasiopetalum macrophyllum,STERCULIACEAE,8599,Not found,Asteraceae
8600,TYP5_06981,Pterospermum acerifolium,STERCULIACEAE,8600,Pterospermum acerifolium,Malvaceae
8601,TYP5_06982,Pterospermum acerifolium,STERCULIACEAE,8601,Pterospermum acerifolium,Malvaceae
8602,TYP5_06983,Pterygota alata,STERCULIACEAE,8602,Pterygota alata,Malvaceae
8603,TYP5_06984,Sterculia africana,STERCULIACEAE,8603,Sterculia africana,Malvaceae
8604,TYP5_06985,Sterculia alata,STERCULIACEAE,8604,Pterygota alata,Malvaceae
8605,TYP5_06986,Sterculia alata,STERCULIACEAE,8605,Pterygota alata,Malvaceae
8606,TYP5_06987,Sterculia foetida,STERCULIACEAE,8606,Sterculia foetida,Malvaceae
8607,TYP5_06988,Sterculia foetida,STERCULIACEAE,8607,Sterculia foetida,Malvaceae
8608,TYP5_06989,Sterculia foetida,STERCULIACEAE,8608,Sterculia foetida,Malvaceae
8609,TYP5_06990,Sterculia foetida,STERCULIACEAE,8609,Sterculia foetida,Malvaceae
8610,TYP5_06991,Sterculia guttata,STERCULIACEAE,8610,Sterculia sp.,Malvaceae
8611,TYP5_06992,Sterculia oblonga,STERCULIACEAE,8611,Eribroma oblongum,Malvaceae
8612,TYP5_06993,Sterculia villosa,STERCULIACEAE,8612,Sterculia villosa,Malvaceae
8613,TYP5_06994,Torrentia utilis,STERCULIACEAE,8613,Tarrietia utilis,Asteraceae
8614,TYP5_06995,Stokesia laevis,,8614,Stokesia laevis,Asteraceae
8615,TYP5_06997,Alvaradoa amorphoides,COMPOSITAE,8615,Alvaradoa amorphoides,Picramniaceae
8616,TYP5_07049,Picramnia lindeniana,SIMAROUBACEAE,8616,Picramnia lindeniana,Picramniaceae
8617,TYP5_07050,Picramnia quassiodes,SIMAROUBACEAE,8617,Picramnia sp.,Asteraceae
8618,TYP5_07051,Picramnia sellowii,SIMAROUBACEAE,8618,Picramnia sellowii,Picramniaceae
8619,TYP5_07052,Picramnia sow,SIMAROUBACEAE,8619,Picramnia sp.,Asteraceae
8620,TYP5_07053,Acanthosyris spinescens,SIMAROUBACEAE,8620,Acanthosyris spinescens,Santalaceae
8621,TYP5_07062,Buckleya distichophylla,SANTALACEAE,8621,Buckleya distichophylla,Santalaceae
8622,TYP5_07063,Exocarpos cupressiformis,SANTALACEAE,8622,Not found,Santalaceae
8623,TYP5_07064,Exocarpos cupressiformis,SANTALACEAE,8623,Not found,Santalaceae
8624,TYP5_07065,Pyrularia pubera,SANTALACEAE,8624,Pyrularia pubera,Santalaceae
8625,TYP5_07066,Santalum acuminatum,SANTALACEAE,8625,Santalum acuminatum,Santalaceae
8626,TYP5_07067,Santalum acuminatum,SANTALACEAE,8626,Santalum acuminatum,Santalaceae
8627,TYP5_07068,Santalum album,SANTALACEAE,8627,Santalum album,Santalaceae
8628,TYP5_07069,Santalum album,SANTALACEAE,8628,Santalum album,Santalaceae
8629,TYP5_07070,Ricinus communis,SANTALACEAE,8629,Ricinus communis,Euphorbiaceae
8630,TYP5_07241,Chrysobalanus icaco,EUPHORBIACEAE,8630,Chrysobalanus icaco,Chrysobalanaceae
8631,TYP5_07242,Licania rigida,CHRYSOBALANACEAE,8631,Licania rigida,Chrysobalanaceae
8632,TYP5_07243,Licania rigida,CHRYSOBALANACEAE,8632,Licania rigida,Chrysobalanaceae
8633,TYP5_07244,Parinarium annamense,CHRYSOBALANACEAE,8633,Not found,Chrysobalanaceae
8634,TYP5_07245,Parinarium insularium,CHRYSOBALANACEAE,8634,Not found,Chrysobalanaceae
8635,TYP5_07246,Parinarium laurinum,CHRYSOBALANACEAE,8635,Cyclandrophora laurina,Chrysobalanaceae
8636,TYP5_07247,Parinarium laurinum,CHRYSOBALANACEAE,8636,Cyclandrophora laurina,Chrysobalanaceae
8637,TYP5_07248,Parinarium macrophyllum,CHRYSOBALANACEAE,8637,Neocarya macrophylla,Chrysobalanaceae
8638,TYP5_07249,Prunus yeodensis,CHRYSOBALANACEAE,8638,Cerasus yedoensis,Rosaceae
8639,TYP5_07250,Peganum harmala,ROSACEAE,8639,Peganum harmala,Nitrariaceae
8640,TYP5_07266,Feronia elephantum,ZYGOPHYLLACEAE,8640,Feronia limonia,Rutaceae
8641,TYP5_07267,Monnina emarginata,RUTACEAE,8641,Monnina cuneata,Polygalaceae
8642,TYP5_07271,Sorghum vulgare,POLYGALACEAE,8642,Sorghum sp.,Poaceae
8643,TYP5_07486,Solanum lycopersicum,GRAMINEAE,8643,Solanum lycopersicum,Solanaceae
8644,TYP5_07599,Theobroma cacao,SOLANACEAE,8644,Theobroma cacao,Malvaceae
8645,TYP5_07608,Ceiba pentandra,STERCULIACEAE,8645,Ceiba pentandra,Malvaceae
8646,TYP5_07631,Calendula officinalis,BOMBACACEAE,8646,Calendula officinalis,Asteraceae
8647,TYP5_07696,Crepis canoyzaefolia,COMPOSITAE,8647,Crepis sp.,Asteraceae
8648,TYP5_07697,Dimorphotheca aurantica,COMPOSITAE,8648,Dimorphotheca sp. ,Asteraceae
8649,TYP5_07698,Osteospermum ecklonensis,COMPOSITAE,8649,Osteospermum sp.,Asteraceae
8650,TYP5_07699,Dacryodes edulis,COMPOSITAE,8650,Dacryodes edulis,Burseraceae
8651,TYP5_07783,Dacryodes edulis,BURSERACEAE,8651,Dacryodes edulis,Burseraceae
8652,TYP5_07784,Gossypium sp.,BURSERACEAE,8652,Gossypium sp.,Malvaceae
8653,TYP5_07936,Gossypium sp.,MALVACEAE,8653,Gossypium sp.,Malvaceae
8654,TYP5_07937,Portulaca quadrifida,MALVACEAE,8654,Portulaca quadrifida,Portulacaceae
8655,TYP5_11648,Elaeocarpus ganitrus,PORTULACACEAE,8655,Elaeocarpus angustifolius,Elaeocarpaceae
8656,TYP5_11651,Argania spinosa,ELAEOCARPACEAE,8656,Argania spinosa,Sapotaceae
8657,TYP5_11684,Linum usitatissimum,SAPOTACEAE,8657,Linum usitatissimum,Linaceae
8658,TYP5_11714,Mangifera indica,LINACEAE,8658,Mangifera indica,Anacardiaceae
8659,TYP5_11743,Monechma ciliatum,ANACARDIACEAE,8659,Monechma ciliatum,Acanthaceae
8660,TYP5_11769,Salvia verticillata,ACANTHACEAE,8660,Salvia verticillata,Lamiaceae
8661,TYP5_11786,Salvia villicaulis,LABIATAE,8661,Salvia x sylvestris subsp. villicaulis,Lamiaceae
8662,TYP5_11787,Clerodendron inerme,LABIATAE,8662,Not found,Lamiaceae
8663,TYP5_11846,Salvia austriaca,VERBENACEAE,8663,Elelis austriaca,Lamiaceae
8664,TYP5_11858,Salvia horminum L.,LABIATAE,8664,Ormilis horminum,Lamiaceae
8665,TYP5_11859,Salvia japonica,LABIATAE,8665,Salvia japonica,Lamiaceae
8666,TYP5_11860,Salvia nilotica Juss.,LABIATAE,8666,Salvia nilotica,Lamiaceae
8667,TYP5_11861,Salvia nutans L.,LABIATAE,8667,Salvia sp.,Lamiaceae
8668,TYP5_11862,Handeliodendron bodinieri,LABIATAE,8668,Handeliodendron bodinieri,Sapindaceae
8669,TYP6_00160,Handeliodendron bodinieri,SAPOTACEAE,8669,Handeliodendron bodinieri,Sapindaceae
8670,TYP6_00164,Delavaya yunnanensis,SAPOTACEAE,8670,Delavaya toxocarpa,Sapindaceae
8671,TYP6_00165,Koelreuteria bipinnata,SAPINDACEAE,8671,Koelreuteria bipinnata,Sapindaceae
8672,TYP6_00166,Eurycorymbus cavaleriei,SAPINDACEAE,8672,Eurycorymbus cavaleriei,Sapindaceae
8673,TYP6_00167,Iodes vitiginea,SAPINDACEAE,8673,Iodes vitiginea,Icacinaceae
8674,TYP6_00168,Deutzianthus tonkinensis,ICACINACEAE,8674,Deutzianthus tonkinensis,Euphorbiaceae
8675,TYP6_00169,Prunus adenodonta,EUPHORBIACEAE,8675,Padus buergeriana,Rosaceae
8676,TYP6_00170,Thladiantha grosvenori,ROSACEAE,8676,Siraitia grosvenorii,Cucurbitaceae
8677,TYP6_00171,Trichosanthes pedata,CUCURBITACEAE,8677,Trichosanthes pedata,Cucurbitaceae
8678,TYP6_00172,Camellia gigantocarpa,CUCURBITACEAE,8678,Camellia crapnelliana,Theaceae
8679,TYP6_00173,Hibiscus panduriformis (Indien),THEACEAE,8679,Hibiscus panduriformis,Malvaceae
8680,TAB_00943,Ipomoea decasperima,Malvaceae,8680,Ipomoea decasperma,Convolvulaceae
8681,TAB_01011,Ipomoea murucoides,Convolvulaceae,8681,Ipomoea murucoides,Convolvulaceae
8682,TAB_01015,Ipomoea violaceae L.,Convolvulaceae,8682,Ipomoea violacea,Convolvulaceae
8683,TAB_01018,,Convolvulaceae,8683,Lupinus mutabilis,Fabaceae
8684,TAB_01195,Gossyrium,Lupinus mutabilis,8684,Gossypium sp.,Malvaceae
8685,TYP1_01287,Hibiscus ficulneus,Malvaceae,8685,Abelmoschus ficulneus,Malvaceae
8686,TYP1_01307,,Malvaceae,8686,Lupinus mutabilis,Fabaceae
8687,TYP1_01486,Acacia farnesiana,Lupinus mutabilis,8687,Acacia farnesiana,Fabaceae
8688,TYP1_01585,Eruca sativa,Leguminosae,8688,Eruca vesicaria,Brassicaceae
8689,TYP1_02116,Hibiscus panduriformis (Indien),Cruciferae,8689,Hibiscus panduriformis,Malvaceae
8690,TYP1_02136,Hibiscus ficulneus,Malvaceae,8690,Abelmoschus ficulneus,Malvaceae
8691,TYP1_02137,Heracleum sphondylium ssp. sibricum,Malvaceae,8691,Heracleum sibiricum,Apiaceae
8692,TYP1_02703,Chamaecyparis pisifera,Umbelliferae,8692,Chamaecyparis pisifera,Cupressaceae
8693,TYP2_00136,Cedrus deodara,Cupressaceae,8693,Cedrus deodara,Pinaceae
8694,Typ2_00172,Crytomeria japonica,Pinaceae,8694,Cryptomeria japonica,Taxodiaceae
8695,TYP2_00175,Ephedra sinica,Taxodiaceae,8695,Ephedra sinica,Ephedraceae
8696,TYP2_00184,Ginkgo biloba,Ephedraceae,8696,Ginkgo biloba,Ginkgoaceae
8697,TYP2_00201,,Gymnospermae,8697,Juniperus rigida,Cupressaceae
8698,TYP2_00220,,Juniperus rigida,8698,Larix kaempferi,Pinaceae
8699,TYP2_00230,Pinaceae jezoensis,Larix leptolepis,8699,Pinaceae sp.,Pinaceae
8700,TYP2_00263,Pinus pentaphyalla,,8700,Pinus parviflora subsp. pentaphylla,Pinaceae
8701,TYP2_00280,Podocarpus macrophyllus,Pinaceae,8701,Podocarpus macrophyllus,Podocarpaceae
8702,TYP2_00295,Podocarpus nagi,Podocarpaceae,8702,Nageia nagi,Podocarpaceae
8703,TYP2_00296,Pinus koraiensis,Podocarpaceae,8703,Pinus koraiensis,Pinaceae
8704,TYP2_00374,Sciadopytis verticillata,Pinaceae,8704,Sciadopitys verticillata,Sciadopityaceae
8705,TYP2_00390,Abelmoschus moschatus,Taxodiaceae,8705,Abelmoschus moschatus,Malvaceae
8706,TYP5_00010,Abutilon pannosum,Malvaceae,8706,Abutilon pannosum,Malvaceae
8707,TYP5_00025,Acacia farnesiana,Malvaceae,8707,Acacia farnesiana,Fabaceae
8708,TYP5_00068,Acanthopanax spinosus,Leguminosae,8708,Acanthopanax spinosus,Araliaceae
8709,TYP5_00087,Ahorn,Araliaceae,8709,Not found,Araceae
8710,TYP5_00095,Actinidia chinensis,Aceraceae,8710,Actinidia chinensis,Actinidiaceae
8711,TYP5_00119,Actinolema eryngioides,Dilleniaceae,8711,Astrantia eryngioides,Apiaceae
8712,TYP5_00128,Actinolema macrolema,Umbelliferae,8712,Actinolema macrolema,Apiaceae
8713,TYP5_00129,Adansonia grandidieri,Umbelliferae,8713,Adansonia grandidieri,Malvaceae
8714,TYP5_00131,Adansonia grandidieri,Bombacaceae,8714,Adansonia grandidieri,Malvaceae
8715,TYP5_00132,Adansonia grandidieri,Bombacaceae,8715,Adansonia grandidieri,Malvaceae
8716,TYP5_00133,Adansonia za,Bombacaceae,8716,Adansonia za,Malvaceae
8717,TYP5_00134,Adansonia za,Bombacaceae,8717,Adansonia za,Malvaceae
8718,TYP5_00135,Adansonia za,Bombacaceae,8718,Adansonia za,Malvaceae
8719,TYP5_00136,Adansonia digitata,Bombacaceae,8719,Adansonia digitata,Malvaceae
8720,TYP5_00137,Adansonia digitata,Bombacaceae,8720,Adansonia digitata,Malvaceae
8721,TYP5_00138,Adansonia fony,Bombacaceae,8721, Adansonia sp. ,Malvaceae
8722,TYP5_00139,Adansonia madagascariensis,Bombacaceae,8722,Adansonia madagascariensis,Malvaceae
8723,TYP5_00140,Adansonia suarezensis,Bombacaceae,8723,Adansonia suarezensis,Malvaceae
8724,TYP5_00141,Adansonia grandidieri,Bombacaceae,8724,Adansonia grandidieri,Malvaceae
8725,TYP5_00152,Adansonia grandidieri,Bombacaceae,8725,Adansonia grandidieri,Malvaceae
8726,TYP5_00153,Adansonia grandidieri,Bombacaceae,8726,Adansonia grandidieri,Malvaceae
8727,TYP5_00154,Adansonia za,Bombacaceae,8727,Adansonia za,Malvaceae
8728,TYP5_00155,Adansonia za,Bombacaceae,8728,Adansonia za,Malvaceae
8729,TYP5_00156,Adansonia za,Bombacaceae,8729,Adansonia za,Malvaceae
8730,TYP5_00157,Adansonia digitata,Bombacaceae,8730,Adansonia digitata,Malvaceae
8731,TYP5_00158,Adansonia digitata,Bombacaceae,8731,Adansonia digitata,Malvaceae
8732,TYP5_00159,Adansonia fony,Bombacaceae,8732, Adansonia sp. ,Malvaceae
8733,TYP5_00160,Adansonia madagascariensis,Bombacaceae,8733,Adansonia madagascariensis,Malvaceae
8734,TYP5_00161,Adansonia suarezensis,Bombacaceae,8734,Adansonia suarezensis,Malvaceae
8735,TYP5_00162,Adansonia grandidieri,Bombacaceae,8735,Adansonia grandidieri,Malvaceae
