Name_submitted	Name_matched	Author_matched	Overall_score	Taxonomic_status	Accepted_name	Accepted_author	Accepted_family	Source	Warnings	Accepted_name_lsid	user_id
LEGUMINOSAE-PAPILIONOIDEAE Vicia benghalensis	Vicia benghalensis		0.9	Accepted	Vicia benghalensis	L.	Fabaceae	tropicos;usda	 		19669
LEGUMINOSAE-PAPILIONOIDEAE Vicia cracca	Vicia cracca		0.9	Accepted	Vicia cracca	L.	Fabaceae	tropicos;usda	 		19670
LEGUMINOSAE-PAPILIONOIDEAE Vicia dasycarpa	Vicia dasycarpa		0.9	Synonym	Vicia villosa subsp. varia	(Host) Corb.	Fabaceae	tropicos	 		19671
LEGUMINOSAE-PAPILIONOIDEAE Vicia gigantea	Vicia gigantea		0.9	Accepted	Vicia gigantea	Hook.	Fabaceae	tropicos	 		19672
LEGUMINOSAE-PAPILIONOIDEAE Vicia hirsuta	Vicia hirsuta		0.9	Accepted	Vicia hirsuta	(L.) Gray	Fabaceae	tropicos;usda	 		19673
LEGUMINOSAE-PAPILIONOIDEAE Vicia leavenworthii	Vicia leavenworthii		0.9	Synonym	Vicia ludoviciana var. leavenworthii	(Torr. & A. Gray) Broich	Fabaceae	tropicos	 		19674
LEGUMINOSAE-PAPILIONOIDEAE Vicia pennonica	Vicia pannonica		0.89	Accepted	Vicia pannonica	Crantz	Fabaceae	tropicos;usda	 		19675
LEGUMINOSAE-PAPILIONOIDEAE Vicia sinensis	Vigna sinensis		0.84	Synonym	Vigna unguiculata subsp. unguiculata		Fabaceae	tropicos	 		19676
LEGUMINOSAE-PAPILIONOIDEAE Vicia villosa	Vicia villosa		0.9	Accepted	Vicia villosa	Roth	Fabaceae	tropicos;usda	 		19677
LEGUMINOSAE-PAPILIONOIDEAE Vicia sp.	Vicia		0.9	Accepted	Vicia	L.	Fabaceae	tropicos	 		19678
LEGUMINOSAE-PAPILIONOIDEAE Vigna cylindrica	Vigna cylindrica		0.9	Synonym	Vigna unguiculata subsp. cylindrica	(L.) Verdc.	Fabaceae	tropicos	 		19679
LEGUMINOSAE-PAPILIONOIDEAE Vigna vexillata	Vigna vexillata		0.9	Accepted	Vigna vexillata	(L.) A. Rich.	Fabaceae	tropicos;usda	 		19680
LEGUMINOSAE-PAPILIONOIDEAE Wisteria floribunda var. multijuga	Wisteria floribunda		0.67	Accepted	Wisteria floribunda	(Willd.) DC.	Fabaceae	tropicos;usda	 [Partial match] 		19681
GERANIACEAE Erodium texanum	Erodium texanum		1	Accepted	Erodium texanum	A. Gray	Geraniaceae	tropicos;usda	 		19682
BALANITACEAE Balanites aegyptiaca	Balanites aegyptiaca		1	Synonym	Balanites aegyptiacus	(L.) Delile	Zygophyllaceae	usda	 		19683
ZYGOPHYLLACEAE Guaiacum coulteri	Guaiacum coulteri		1	Accepted	Guaiacum coulteri	A. Gray	Zygophyllaceae	tropicos	 		19684
ZYGOPHYLLACEAE Larrea tridentata	Larrea tridentata		1	Accepted	Larrea tridentata	(Sessé & Moc. ex DC.) Coville	Zygophyllaceae	tropicos	 		19685
RUTACEAE Casimiroa edulis	Casimiroa edulis		1	Accepted	Casimiroa edulis	La Llave & Lex.	Rutaceae	tropicos	 		19686
RUTACEAE Casimiroa tetrameria	Casimiroa tetrameria		1	Accepted	Casimiroa tetrameria	Millsp.	Rutaceae	tropicos;usda	 		19687
RUTACEAE Ptelea angustifolia	Ptelea angustifolia		1	Synonym	Ptelea trifoliata subsp. angustifolia	(Benth.) V.L. Bailey	Rutaceae	tropicos	 		19688
RUTACEAE Ptelea trifoliata	Ptelea trifoliata		1	Accepted	Ptelea trifoliata	L.	Rutaceae	tropicos;usda	 		19689
RUTACEAE Skimmia japonica	Skimmia japonica		1	Accepted	Skimmia japonica	Thunb.	Rutaceae	tropicos;usda	 		19690
RUTACEAE Xanthoxylum sp.	Xanthoxylum		0.9	Illegitimate	Zanthoxylum	L.	Rutaceae	tropicos	 		19691
SIMAROUBACEAE Ailanthus altissima	Ailanthus altissima		1	Accepted	Ailanthus altissima	(Mill.) Swingle	Simaroubaceae	tropicos;usda	 		19692
SIMAROUBACEAE Picramnia pentandra	Picramnia pentandra		1	Accepted	Picramnia pentandra	Sw.	Picramniaceae	tropicos;usda	 		19693
BURSERACEAE Bursera confusa	Bursera confusa		1	Accepted	Bursera confusa	(Rose) Engl.	Burseraceae	tropicos	 		19694
BURSERACEAE Bursera grandifolia	Bursera grandifolia		1	Accepted	Bursera grandifolia	(Schltdl.) Engl.	Burseraceae	tropicos	 		19695
MELIACEAE Cedrela odorata	Cedrela odorata		1	Accepted	Cedrela odorata	L.	Meliaceae	tropicos;usda	 		19696
MELIACEAE Trichilia sp.	Trichilia		0.9	Accepted	Trichilia	P. Browne	Meliaceae	tropicos	 		19697
MALPIGHIACEAE Malpighia umbellata	Malpighia umbellata		1	Accepted	Malpighia umbellata	Rose	Malpighiaceae	tropicos	 		19698
MALPIGHIACEAE Thyrallis glauca	Thryallis glauca		0.99	Accepted	Thryallis glauca	(Cav.) Kuntze	Malpighiaceae	tropicos	 		19699
EUPHORBIACEAE Cnidoscolus angustidens	Cnidoscolus angustidens		1	Accepted	Cnidoscolus angustidens	Torr.	Euphorbiaceae	tropicos;usda	 		19700
EUPHORBIACEAE Cnidoscolus sp.	Cnidoscolus		0.9	Accepted	Cnidoscolus	Pohl	Euphorbiaceae	tropicos	 		19701
EUPHORBIACEAE Croton capitatus	Croton capitatus		1	Accepted	Croton capitatus	Michx.	Euphorbiaceae	tropicos;usda	 		19702
EUPHORBIACEAE Croton texensia	Croton texensis		0.99	Accepted	Croton texensis	(Klotzsch) Müll. Arg.	Euphorbiaceae	tropicos;usda	 		19703
EUPHORBIACEAE Euphorbia heterophylla	Euphorbia heterophylla		1	Accepted	Euphorbia heterophylla	L.	Euphorbiaceae	tropicos;usda	 		19704
EUPHORBIACEAE Euphorbia lathyrus	Euphorbia lathyrus		1	Synonym	Euphorbia lathyris	L.	Euphorbiaceae	usda	 		19705
EUPHORBIACEAE Euphorbia marginata	Euphorbia marginata		1	Accepted	Euphorbia marginata	Pursh	Euphorbiaceae	tropicos;usda	 		19706
EUPHORBIACEAE Jatropha spathulata	Jatropha spathulata		1	Synonym	Jatropha dioica var. dioica		Euphorbiaceae	tropicos	 		19707
EUPHORBIACEAE Mercurialis annua	Mercurialis annua		1	Accepted	Mercurialis annua	L.	Euphorbiaceae	tropicos;usda	 		19708
EUPHORBIACEAE Phyllanthus sp.	Phyllanthus		0.9	Accepted	Phyllanthus	L.	Phyllanthaceae	tropicos	 		19709
BUXACEAE Buxus sempervirens	Buxus sempervirens		1	Accepted	Buxus sempervirens	L.	Buxaceae	tropicos;usda	 		19710
LIMNANTHACEAE Limnanthes douglasii	Limnanthes douglasii		1	Accepted	Limnanthes douglasii	R. Br.	Limnanthaceae	tropicos;usda	 		19711
ANACARDIACEAE Rhus canadensis	Rhus canadensis		1	No opinion				tropicos	 		19712
ANACARDIACEAE Rhus copellina	Rhus copallina		0.99	Synonym	Rhus copallinum	L.	Anacardiaceae	usda	 		19713
ANACARDIACEAE Rhus glabra	Rhus glabra		1	Accepted	Rhus glabra	L.	Anacardiaceae	tropicos;usda	 		19714
ANACARDIACEAE Rhus microphylla	Rhus microphylla		1	Accepted	Rhus microphylla	Engelm.	Anacardiaceae	tropicos	 		19715
ANACARDIACEAE Rhus radicana	Rhus radicans		0.99	Synonym	Toxicodendron radicans	(L.) Kuntze	Anacardiaceae	tropicos	 		19716
ANACARDIACEAE Rhus trilobata	Rhus trilobata		1	Accepted	Rhus trilobata	Nutt.	Anacardiaceae	tropicos;usda	 		19717
ANACARDIACEAE Rhus typhina	Rhus typhina		1	Accepted	Rhus typhina	L.	Anacardiaceae	tropicos;usda	 		19718
ANACARDIACEAE Rhus vernix	Rhus vernix		1	Accepted	Rhus vernix	L.	Anacardiaceae	tropicos	 		19719
ANACARDIACEAE Rhus sp.	Rhus		0.9	Accepted	Rhus	L.	Anacardiaceae	tropicos	 		19720
AQUIFOLIACEAE Ilex purpurea	Ilex purpurea		1	Synonym	Ilex chinensis	Sims	Aquifoliaceae	tropicos	 		19721
CELASTRACEAE Euonymus alatus	Euonymus alatus		1	Accepted	Euonymus alatus	(Thunb.) Siebold	Celastraceae	tropicos;usda	 		19722
CELASTRACEAE Mortonia scabrella	Mortonia scabrella		1	Accepted	Mortonia scabrella	A. Gray	Celastraceae	tropicos;usda	 		19723
ACERACEAE Acer rubrum	Acer rubrum		1	Accepted	Acer rubrum	L.	Sapindaceae	tropicos;usda	 		19724
SAPINDACEAE Koelreuteria bipinnata	Koelreuteria bipinnata		1	Accepted	Koelreuteria bipinnata	Franch.	Sapindaceae	tropicos	 		19725
SAPINDACEAE Koelreuteria formosana	Koelreuteria formosana		1	Accepted	Koelreuteria formosana	Hayata	Sapindaceae	tropicos	 		19726
SAPINDACEAE Koelreuteria peniculata	Koelreuteria paniculata		0.99	Accepted	Koelreuteria paniculata	Laxm.	Sapindaceae	tropicos;usda	 		19727
SAPINDACEAE Sapindus sp.	Sapindus		0.9	Accepted	Sapindus	L.	Sapindaceae	tropicos	 		19728
BALSAMINACEAE Impatiens balsamina	Impatiens balsamina		1	Accepted	Impatiens balsamina	L.	Balsaminaceae	tropicos;usda	 		19729
RHAMNACEAE Colubrina texensis	Colubrina texensis		1	Accepted	Colubrina texensis	(Torr. & A. Gray) A. Gray	Rhamnaceae	tropicos;usda	 		19730
RHAMNACEAE Condalia lycioides var. canescens	Condalia lycioides var. canescens		1	Accepted	Condalia lycioides var. canescens	(A. Gray) Trel.	Rhamnaceae	tropicos	 		19731
RHAMNACEAE Rhamnus cathartica	Rhamnus cathartica		1	Accepted	Rhamnus cathartica	L.	Rhamnaceae	tropicos;usda	 		19732
RHAMNACEAE Rhamnus davurica	Rhamnus davurica		1	Accepted	Rhamnus davurica	Pall.	Rhamnaceae	tropicos;usda	 		19733
RHAMNACEAE Rhamnus purshiana	Rhamnus purshiana		1	Accepted	Rhamnus purshiana	DC.	Rhamnaceae	tropicos	 		19734
VITACEAE Parthenocissus cuinquefolia	Parthenocissus quinquefolia		0.99	Accepted	Parthenocissus quinquefolia	(L.) Planch.	Vitaceae	tropicos;usda	 		19735
VITACEAE Vitis riperia	Vitis riparia		0.99	Accepted	Vitis riparia	Michx.	Vitaceae	tropicos;usda	 		19736
VITACEAE Vitis vulpina	Vitis vulpina		1	Accepted	Vitis vulpina	L.	Vitaceae	tropicos;usda	 		19737
TILIACEAE Corchorus capsularis	Corchorus capsularis		1	Accepted	Corchorus capsularis	L.	Malvaceae	tropicos;usda	 		19738
TILIACEAE Corchorus olitorius	Corchorus olitorius		1	Accepted	Corchorus olitorius	L.	Malvaceae	tropicos;usda	 		19739
MALVACEAE Abutilon incanum	Abutilon incanum		1	Accepted	Abutilon incanum	(Link) Sweet	Malvaceae	tropicos;usda	 		19740
MALVACEAE Abutilon theophrasti	Abutilon theophrasti		1	Accepted	Abutilon theophrasti	Medik.	Malvaceae	tropicos;usda	 		19741
MALVACEAE Althaea rosea	Althaea rosea		1	Synonym	Alcea rosea	L.	Malvaceae	tropicos;usda	 		19742
MALVACEAE Hibiscus moscheutos	Hibiscus moscheutos		1	Accepted	Hibiscus moscheutos	L.	Malvaceae	tropicos;usda	 		19743
MALVACEAE Hibiscus palustris	Hibiscus palustris		1	Accepted	Hibiscus palustris	L.	Malvaceae	tropicos	 		19744
MALVACEAE Hibiscus platanifolius	Hibiscus platanifolius		1	Accepted	Hibiscus platanifolius	(Willd.) Sweet	Malvaceae	tropicos	 		19745
MALVACEAE Hibiscus syriacus	Hibiscus syriacus		1	Accepted	Hibiscus syriacus	L.	Malvaceae	tropicos;usda	 		19746
MALVACEAE Kosteletzkya virginica	Kosteletzkya virginica		1	Accepted	Kosteletzkya virginica	(L.) C. Presl ex A. Gray	Malvaceae	tropicos;usda	 		19747
MALVACEAE Lavatera trimestris	Lavatera trimestris		1	Accepted	Lavatera trimestris	L.	Malvaceae	tropicos;usda	 		19748
MALVACEAE Malva perviflora	Malva parviflora		0.99	Accepted	Malva parviflora	L.	Malvaceae	tropicos;usda	 		19749
MALVACEAE Sida spinosa	Sida spinosa		1	Accepted	Sida spinosa	L.	Malvaceae	tropicos;usda	 		19750
MALVACEAE Sphaeralcea coccinea	Sphaeralcea coccinea		1	Accepted	Sphaeralcea coccinea	(Nutt.) Rydb.	Malvaceae	tropicos;usda	 		19751
BOMBACACEAE Ceiba scuminata	Ceiba acuminata		0.99	Accepted	Ceiba acuminata	(S. Watson) Rose	Malvaceae	tropicos;usda	 		19752
BOMBACACEAE Ceiba sp.	Ceiba		0.9	Accepted	Ceiba	Mill.	Malvaceae	tropicos	 		19753
STERCULIACEAE Brachychiton scerifolium	Brachychiton		0.6	Accepted	Brachychiton	Schott & Endl.	Malvaceae	tropicos	 [Partial match] 		19754
STERCULIACEAE Firmiana simplex	Firmiana simplex		1	Accepted	Firmiana simplex	(L.) W. Wight	Malvaceae	tropicos;usda	 		19755
ACTINIDIACEAE Actinidia arguta	Actinidia arguta		1	Accepted	Actinidia arguta	(Siebold & Zucc.) Planch. ex Miq.	Actinidiaceae	tropicos;usda	 		19756
ACTINIDIACEAE Actinidia chinensis	Actinidia chinensis		1	Accepted	Actinidia chinensis	Planch.	Actinidiaceae	tropicos;usda	 		19757
THEACEAE Camellia oleifera	Camellia oleifera		1	Accepted	Camellia oleifera	Abel	Theaceae	tropicos	 		19758
GUTTIFERAE Garcinia tinctoria	Garcinia tinctoria		1	Synonym	Garcinia xanthochymus	Hook. f.	Clusiaceae	tropicos	 		19759
FOUQUIERIACEAE Fouquieria splendens	Fouquieria splendens		1	Accepted	Fouquieria splendens	Engelm.	Fouquieriaceae	tropicos;usda	 		19760
BIXACEAE Bixa orellana	Bixa orellana		1	Accepted	Bixa orellana	L.	Bixaceae	tropicos;usda	 		19761
COCHLOSPERMACEAE Cochlospermum vitifolium	Cochlospermum vitifolium		1	Accepted	Cochlospermum vitifolium	(Willd.) Spreng.	Bixaceae	tropicos	 		19762
LOASACEAE Mentzelia albicaulis	Mentzelia albicaulis		1	Synonym	Mentzelia aspera	L.	Loasaceae	tropicos	 		19763
LOASACEAE Mentzelia decapetala	Mentzelia decapetala		1	Accepted	Mentzelia decapetala	(Pursh ex Sims) Urb.	Loasaceae	tropicos	 		19764
CACTACEAE Ferocactus sp.	Ferocactus		0.9	Accepted	Ferocactus	Britton & Rose	Cactaceae	tropicos	 		19765
CACTACEAE Pachycereus pecten-aboriginum	Pachycereus pecten-aboriginum		1	Accepted	Pachycereus pecten-aboriginum	(Engelm. ex S. Watson) Britton & Rose	Cactaceae	tropicos	 		19766
THYMELAEACEAE Daphne mezereum	Daphne mezereum		1	Accepted	Daphne mezereum	L.	Thymelaeaceae	tropicos;usda	 		19767
LYTHRACEAE Cuphea llavea var. minista	Cuphea llavea var. miniata		0.99	Synonym	Cuphea llavea	Lex.	Lythraceae	tropicos	 		19768
MYRTACEAE Eugenia dombeyi	Eugenia dombeyi		1	Accepted	Eugenia dombeyi	(Spreng.) Skeels	Myrtaceae	tropicos	 		19769
MYRTACEAE Eugenia jambos	Eugenia jambos		1	Synonym	Syzygium jambos	(L.) Alston	Myrtaceae	tropicos;usda	 		19770
MYRTACEAE Eugenia uniflora	Eugenia uniflora		1	Accepted	Eugenia uniflora	L.	Myrtaceae	tropicos;usda	 		19771
MYRTACEAE Psidium sartorianum	Psidium sartorianum		1	Accepted	Psidium sartorianum	(O. Berg) Nied.	Myrtaceae	tropicos	 		19772
ONAGRACEAE Clarkia elegans	Clarkia elegans		1	Accepted	Clarkia elegans	Douglas	Onagraceae	tropicos	 		19773
ONAGRACEAE Circaea quadrisulcata	Circaea quadrisulcata		1	Synonym	Circaea canadensis subsp. quadrisulcata	(Maxim.) Boufford	Onagraceae	tropicos	 		19774
ONAGRACEAE Gaura perviflora	Gaura parviflora		0.99	Accepted	Gaura parviflora	Douglas ex Lehm.	Onagraceae	tropicos;usda	 		19775
ONAGRACEAE Godetia grandiflora	Godetia grandiflora		1	No opinion				tropicos	 		19776
ONAGRACEAE Oenothera lamarchiana	Oenothera lamarckiana		0.99	No opinion				tropicos	 		19777
ONAGRACEAE Oenothera rhambipetala	Oenothera rhombipetala		0.99	Accepted	Oenothera rhombipetala	Nutt. ex Torr. & A. Gray	Onagraceae	tropicos;usda	 		19778
ARALIACEAE Acanthopanax spinosum	Acanthopanax spinosus		0.99	Accepted	Acanthopanax spinosus	(L. f.) Miq.	Araliaceae	tropicos	 		19779
ARALIACEAE Aralia spinosa	Aralia spinosa		1	Accepted	Aralia spinosa	L.	Araliaceae	tropicos;usda	 		19780
ARALIACEAE Hedera helix	Hedera helix		1	Accepted	Hedera helix	L.	Araliaceae	tropicos;usda	 		19781
UMBELLIFERAE Ammi majus	Ammi majus		1	Accepted	Ammi majus	L.	Apiaceae	tropicos;usda	 		19782
UMBELLIFERAE Anthriscus cerefolium	Anthriscus cerefolium		1	Accepted	Anthriscus cerefolium	(L.) Hoffm.	Apiaceae	tropicos;usda	 		19783
CHENOPODIACEAE Beta vulgaris	Beta vulgaris		1	Accepted	Beta vulgaris	L.	Amaranthaceae	tropicos;usda	 		19784
UMBELLIFERAE Daucus pusillus	Daucus pusillus		1	Accepted	Daucus pusillus	Michx.	Apiaceae	tropicos;usda	 		19785
UMBELLIFERAE Didiscus caeruleus	Didiscus		0.6	Synonym	Trachymene	Rudge	Araliaceae	tropicos	 [Partial match] 		19786
UMBELLIFERAE Eryngium giganteum	Eryngium giganteum		1	No opinion				tropicos	 		19787
UMBELLIFERAE Foeniculum vulgare	Foeniculum vulgare		1	Accepted	Foeniculum vulgare	Mill.	Apiaceae	tropicos;usda	 		19788
UMBELLIFERAE Foeniculum vulgare var. dulce	Foeniculum vulgare		0.77	Accepted	Foeniculum vulgare	Mill.	Apiaceae	tropicos;usda	 [Partial match] 		19789
UMBELLIFERAE Heracleum lanatum	Heracleum lanatum		1	Accepted	Heracleum lanatum	Michx.	Apiaceae	tropicos	 		19790
UMBELLIFERAE Lomatium macrocarpum	Lomatium macrocarpum		1	Synonym	Cogswellia macrocarpa	(Hook. & Arn.) M.E. Jones	Apiaceae	tropicos	 		19791
CORNACEAE Cornus florida	Cornus florida		1	Accepted	Cornus florida	L.	Cornaceae	tropicos;usda	 		19792
CORNACEAE Cornus mes	Cornus mas		0.95	Synonym	Macrocarpium mas	(L.) Nakai	Cornaceae	tropicos	 		19793
ERICACEAE Arctostaphylos glauca	Arctostaphylos glauca		1	Accepted	Arctostaphylos glauca	Lindl.	Ericaceae	tropicos;usda	 		19794
ERICACEAE Arctostaphylos pungens	Arctostaphylos pungens		1	Accepted	Arctostaphylos pungens	Kunth	Ericaceae	tropicos;usda	 		19795
ERICACEAE Arctostaphylos uva-ursi	Arctostaphylos uva-ursi		1	Accepted	Arctostaphylos uva-ursi	(L.) Spreng.	Ericaceae	tropicos;usda	 		19796
THEOPHRASTACEAE Jacquinia pungens	Jacquinia pungens		1	Synonym	Bonellia macrocarpa subsp. pungens	(A. Gray) B. Ståhl & Källersjö	Primulaceae	tropicos	 		19797
MYRSINACEAE Ardisia crenulata	Ardisia crenulata		1	Synonym	Parathesis crenulata	(Vent.) Hook. f. ex Hemsl.	Primulaceae	tropicos	 		19798
PLUMBAGINACEAE Limonium sinuatum	Limonium sinuatum		1	Accepted	Limonium sinuatum	(L.) Mill.	Plumbaginaceae	tropicos;usda	 		19799
PLUMBAGINACEAE Limonium tataricum	Limonium		0.6	Accepted	Limonium	Mill.	Plumbaginaceae	tropicos	 [Partial match] 		19800
SAPOTACEAE Achras zapota	Achras zapota		1	Synonym	Manilkara zapota	(L.) P. Royen	Sapotaceae	tropicos;usda	 		19801
EBENACEAE Diospyros anisandra	Diospyros anisandra		1	Accepted	Diospyros anisandra	S.F. Blake	Ebenaceae	tropicos	 		19802
EBENACEAE Diospyros texana	Diospyros texana		1	Accepted	Diospyros texana	Scheele	Ebenaceae	tropicos;usda	 		19803
EBENACEAE Diospyros virginiana	Diospyros virginiana		1	Accepted	Diospyros virginiana	L.	Ebenaceae	tropicos;usda	 		19804
RANUNCULACEAE Consolida regalis	Consolida regalis		1	Accepted	Consolida regalis	Gray	Ranunculaceae	tropicos;usda	 		20554
RANUNCULACEAE Helleborus lividus	Helleborus lividus		1	Synonym	Helleborus trifolius var. lividus	(Aiton ex Curtis) Knoche	Ranunculaceae	tropicos	 		20555
RANUNCULACEAE Helleborus niger	Helleborus niger		1	Accepted	Helleborus niger	L.	Ranunculaceae	tropicos;usda	 		20556
RANUNCULACEAE Helleborus foitidus	Helleborus foetidus		0.99	No opinion				tropicos	 		20557
EPHEDRACEAE Ephedra sinica	Ephedra sinica		1	Accepted	Ephedra sinica	Stapf	Ephedraceae	tropicos;usda	 		20558
EPHEDRACEAE Ephedra przewalskii	Ephedra przewalskii		1	Accepted	Ephedra przewalskii	Stapf	Ephedraceae	tropicos	 		20559
EPHEDRACEAE Ephedra gerardiana	Ephedra gerardiana		1	Accepted	Ephedra gerardiana	Wall. ex C.A. Mey.	Ephedraceae	tropicos	 [Ambiguous match] 		20560
SOLANACEAE Solanum palitans	Solanum palitans		1	Accepted	Solanum palitans	C.V. Morton	Solanaceae	tropicos	 		20561
SOLANACEAE Solanum incisum	Solanum incisum		1	Synonym	Solanum salicifolium	Phil.	Solanaceae	tropicos	 		20562
SOLANACEAE Solanum atriplicifolium	Solanum atriplicifolium		1	Synonym	Solanum tweedianum	Hook.	Solanaceae	tropicos	 		20563
SOLANACEAE Solanum sublobatum	Solanum sublobatum		1	Synonym	Solanum chenopodioides	Lam.	Solanaceae	tropicos	 		20564
SOLANACEAE Solanum chenopodioides	Solanum chenopodioides		1	Accepted	Solanum chenopodioides	Lam.	Solanaceae	tropicos	 		20565
SOLANACEAE Solanum riparium	Solanum riparium		1	Accepted	Solanum riparium	Pers.	Solanaceae	tropicos	 		20566
SOLANACEAE Solanum pseudocapsicum	Solanum pseudocapsicum		1	Accepted	Solanum pseudocapsicum	L.	Solanaceae	tropicos;usda	 		20567
SOLANACEAE Solanum argentinum	Solanum argentinum		1	Accepted	Solanum argentinum	Bitter & Lillo	Solanaceae	tropicos	 		20568
SOLANACEAE Solanum palinacanthum	Solanum palinacanthum		1	Accepted	Solanum palinacanthum	Dunal	Solanaceae	tropicos	 		20569
SOLANACEAE Solanum elaeagnifolium	Solanum elaeagnifolium		1	Accepted	Solanum elaeagnifolium	Cav.	Solanaceae	tropicos;usda	 		20570
SOLANACEAE Solanum juvenale	Solanum juvenale		1	Accepted	Solanum juvenale	Thell.	Solanaceae	tropicos	 		20571
PALMAE Maximiliana maripa	Maximiliana maripa		1	Synonym	Attalea maripa	(Aubl.) Mart.	Arecaceae	tropicos	 		20572
SAPOTACEAE Handeliodendron bodinieri	Handeliodendron bodinieri		0.6	Accepted	Handeliodendron bodinieri	(H. Lév.) Rehder	Sapindaceae	tropicos	 		20573
BORAGINACEAE Symphytum officinale L.	Symphytum officinale	L.	1	Accepted	Symphytum officinale	L.	Boraginaceae	tropicos;usda	 		20574
SAPINDACEAE Delavaya yunnanensis	Delavaya yunnanensis		1	Synonym	Delavaya toxocarpa	Franch.	Sapindaceae	tropicos	 		20575
SAPINDACEAE Eurycorymbus cavaleriei	Eurycorymbus cavaleriei		1	Accepted	Eurycorymbus cavaleriei	(H. Lév.) Rehder & Hand.-Mazz.	Sapindaceae	tropicos	 		20576
ICACINACEAE Iodes vitiginea	Iodes vitiginea		1	Accepted	Iodes vitiginea	(Hance) Hemsl.	Icacinaceae	tropicos	 		20577
EUPHORBIACEAE Deutzianthus tonkinensis	Deutzianthus tonkinensis		1	Accepted	Deutzianthus tonkinensis	Gagnep.	Euphorbiaceae	tropicos	 		20578
ROSACEAE Prunus adenodonta	Prunus adenodonta		1	Synonym	Padus buergeriana	(Miq.) T.T. Yu & T.C. Ku	Rosaceae	tropicos	 		20579
CUCURBITACEAE Thladiantha grosvenori	Thladiantha grosvenorii		0.99	Synonym	Siraitia grosvenorii	(Swingle) C. Jeffrey ex A.M. Lu & Zhi Y. Zhang	Cucurbitaceae	tropicos	 		20580
CUCURBITACEAE Trichosanthes pedata	Trichosanthes pedata		1	Accepted	Trichosanthes pedata	Merr. & Chun	Cucurbitaceae	tropicos	 		20581
THEACEAE Camellia gigantocarpa	Camellia gigantocarpa		1	Synonym	Camellia crapnelliana	Tutcher	Theaceae	tropicos	 		20582
ORCHIDACEAE Calophyllum elatum Bedd.	Calophyllum elatum	Bedd.	0.68	No opinion				tropicos	 		20583
ORCHIDACEAE Calophyllum inophyllum L.	Calophyllum inophyllum	L.	0.68	Accepted	Calophyllum inophyllum	L.	Calophyllaceae	tropicos;usda	 		20584
BOMBACACEAE Bombax malabaricum Dc.	Bombax malabaricum	DC.	1	Synonym	Bombax ceiba	L.	Malvaceae	tropicos;usda	 		20585
MELIACEAE Azadirachta indica A. Juss.	Azadirachta indica	A. Juss.	1	Accepted	Azadirachta indica	A. Juss.	Meliaceae	tropicos;usda	 		20586
LEGUMINOSAE-PAPILIONOIDEAE Dalbergia sissoo Roxb.	Dalbergia sissoo	Roxb.	0.9	Illegitimate				tropicos	 		20587
LEGUMINOSAE-MIMOSOIDEAE Leucaena glauca Benth.	Leucaena glauca	Benth.	0.9	Synonym	Leucaena leucocephala	(Lam.) de Wit	Fabaceae	tropicos	 		20588
LEGUMINOSAE-PAPILIONOIDEAE Pongamia glabra Vent.	Pongamia glabra	Vent.	0.9	Illegitimate	Cytisus pinnatus	L.	Fabaceae	tropicos	 		20589
LEGUMINOSAE-MIMOSOIDEAE Prosopis spicigera L.	Prosopis spicigera	L.	0.9	Synonym	Prosopis cineraria	(L.) Druce	Fabaceae	tropicos	 		20590
LEGUMINOSAE-PAPILIONOIDEAE Pterocarpus marsupium Roxb.	Pterocarpus marsupium	Roxb.	0.9	Accepted	Pterocarpus marsupium	Roxb.	Fabaceae	tropicos;usda	 		20591
COMBRETACEAE Anogeissus latifolia Wall.	Anogeissus latifolia		1	Accepted	Anogeissus latifolia		Combretaceae	tropicos	 		20592
COMBRETACEAE Terminalia tomentosa W. & A.	Terminalia tomentosa	Wight & Arn.	0.89	Accepted	Terminalia tomentosa	Wight & Arn.	Combretaceae	tropicos	 		20593
MYRTACEAE Syzygium jambolanum Dc.	Syzygium jambolanum	(Lam.) DC.	0.9	Synonym	Syzygium cumini var. cumini		Myrtaceae	tropicos	 		20594
SAPOTACEAE Achras sapota L.	Achras sapota	L.	1	Illegitimate				tropicos	 		20595
APOCYNACEAE Rauwolfia serpentina	Rauvolfia serpentina		0.99	Accepted	Rauvolfia serpentina	(L.) Benth. ex Kurz	Apocynaceae	tropicos;usda	 		20596
EUPHORBIACEAE Jatropha gossypifolia L.	Jatropha gossypiifolia	L.	0.99	Accepted	Jatropha gossypiifolia	L.	Euphorbiaceae	tropicos;usda	 		20597
LAURACEAE Litsea cubeba (Lour.) Pers.	Litsea cubeba	(Lour.) Pers.	1	Accepted	Litsea cubeba	(Lour.) Pers.	Lauraceae	tropicos;usda	 		20598
LAURACEAE Litsea auriculata Chien et Cheng	Litsea auriculata	S.S. Chien & W.C. Cheng	0.93	Accepted	Litsea auriculata	S.S. Chien & W.C. Cheng	Lauraceae	tropicos	 		20599
LAURACEAE Litsea subcoriacea Yang et P. H. Huang	Litsea subcoriacea	Yen C. Yang & P.H. Huang	0.97	Accepted	Litsea subcoriacea	Yen C. Yang & P.H. Huang	Lauraceae	tropicos	 		20600
CRUCIFERAE Arabis hirsuta	Arabis hirsuta		1	Accepted	Arabis hirsuta	(L.) Scop.	Brassicaceae	tropicos;usda	 [Ambiguous match] 		20601
